state,video,seq
0,MM_1,00000
0,MM_1,00010
0,MM_1,00020
0,MM_1,00030
0,MM_1,00040
0,MM_1,00050
0,MM_1,00060
0,MM_1,00070
0,MM_1,00080
0,MM_1,00090
0,MM_1,00100
0,MM_1,00110
0,MM_1,00120
0,MM_1,00130
0,MM_1,00140
0,MM_1,00150
0,MM_1,00160
0,MM_1,00170
0,MM_1,00180
0,MM_1,00190
0,MM_1,00200
0,MM_1,00210
0,MM_1,00220
0,MM_1,00230
0,MM_1,00240
0,MM_1,00250
0,MM_1,00260
0,MM_1,00270
0,MM_1,00280
0,MM_1,00290
0,MM_1,00300
0,MM_1,00310
0,MM_1,00320
0,MM_1,00330
0,MM_1,00340
0,MM_1,00350
0,MM_1,00360
0,MM_1,00370
0,MM_1,00380
0,MM_1,00390
0,MM_1,00400
0,MM_1,00410
0,MM_1,00420
0,MM_1,00430
0,MM_1,00440
0,MM_1,00450
0,MM_1,00460
0,MM_1,00470
0,MM_1,00480
0,MM_1,00490
0,MM_1,00500
0,MM_1,00510
0,MM_1,00520
0,MM_1,00530
0,MM_1,00540
0,MM_1,00550
0,MM_1,00560
0,MM_1,00570
0,MM_1,00580
0,MM_1,00590
0,MM_1,00600
0,MM_1,00610
0,MM_1,00620
0,MM_1,00630
0,MM_1,00640
0,MM_1,00650
0,MM_1,00660
0,MM_1,00670
0,MM_1,00680
0,MM_1,00690
0,MM_1,00700
0,MM_1,00710
0,MM_1,00720
0,MM_1,00730
0,MM_1,00740
0,MM_1,00750
0,MM_1,00760
0,MM_1,00770
0,MM_1,00780
0,MM_1,00790
0,MM_1,00800
0,MM_1,00810
0,MM_1,00820
0,MM_1,00830
0,MM_1,00840
0,MM_1,00850
0,MM_1,00860
0,MM_1,00870
0,MM_1,00880
0,MM_1,00890
0,MM_1,00900
0,MM_1,00910
0,MM_1,00920
0,MM_1,00930
0,MM_1,00940
0,MM_1,00950
0,MM_1,00960
0,MM_1,00970
0,MM_1,00980
0,MM_1,00990
0,MM_1,01000
0,MM_1,01010
0,MM_1,01020
0,MM_1,01030
0,MM_1,01040
0,MM_1,01050
0,MM_1,01060
0,MM_1,01070
0,MM_1,01080
0,MM_1,01090
0,MM_1,01100
0,MM_1,01110
0,MM_1,01120
0,MM_1,01130
0,MM_1,01140
0,MM_1,01150
0,MM_1,01160
0,MM_1,01170
0,MM_1,01180
0,MM_1,01190
0,MM_1,01200
0,MM_1,01210
0,MM_1,01220
0,MM_1,01230
0,MM_1,01240
0,MM_1,01250
0,MM_1,01260
0,MM_1,01270
0,MM_1,01280
0,MM_1,01290
0,MM_1,01300
0,MM_1,01310
0,MM_1,01320
0,MM_1,01330
0,MM_1,01340
0,MM_1,01350
0,MM_1,01360
0,MM_1,01370
0,MM_1,01380
0,MM_1,01390
0,MM_1,01400
0,MM_1,01410
0,MM_1,01420
0,MM_1,01430
0,MM_1,01440
0,MM_1,01450
0,MM_1,01460
0,MM_1,01470
0,MM_1,01480
0,MM_1,01490
0,MM_1,01500
0,MM_1,01510
0,MM_1,01520
0,MM_1,01530
0,MM_1,01540
0,MM_1,01550
0,MM_1,01560
0,MM_1,01570
0,MM_1,01580
0,MM_1,01590
0,MM_1,01600
0,MM_1,01610
0,MM_1,01620
0,MM_1,01630
0,MM_1,01640
0,MM_1,01650
0,MM_1,01660
0,MM_1,01670
0,MM_1,01680
0,MM_1,01690
0,MM_1,01700
0,MM_1,01710
0,MM_1,01720
0,MM_1,01730
0,MM_1,01740
0,MM_1,01750
0,MM_1,01760
0,MM_1,01770
0,MM_1,01780
0,MM_1,01790
0,MM_1,01800
0,MM_1,01810
0,MM_1,01820
0,MM_1,01830
0,MM_1,01840
0,MM_1,01850
0,MM_1,01860
0,MM_1,01870
0,MM_1,01880
0,MM_1,01890
0,MM_1,01900
0,MM_1,01910
0,MM_1,01920
0,MM_1,01930
0,MM_1,01940
0,MM_1,01950
0,MM_1,01960
0,MM_1,01970
0,MM_1,01980
0,MM_1,01990
0,MM_1,02000
0,MM_1,02010
0,MM_1,02020
0,MM_1,02030
0,MM_1,02040
0,MM_1,02050
0,MM_1,02060
0,MM_1,02070
0,MM_1,02080
0,MM_1,02090
0,MM_1,02100
0,MM_1,02110
0,MM_1,02120
0,MM_1,02130
0,MM_1,02140
0,MM_1,02150
0,MM_1,02160
0,MM_1,02170
0,MM_1,02180
0,MM_1,02190
0,MM_1,02200
0,MM_1,02210
0,MM_1,02220
0,MM_1,02230
0,MM_1,02240
0,MM_1,02250
0,MM_1,02260
0,MM_1,02270
0,MM_1,02280
0,MM_1,02290
0,MM_1,02300
0,MM_1,02310
0,MM_1,02320
0,MM_1,02330
0,MM_1,02340
0,MM_1,02350
0,MM_1,02360
0,MM_1,02370
0,MM_1,02380
0,MM_1,02390
0,MM_1,02400
0,MM_1,02410
0,MM_1,02420
0,MM_1,02430
0,MM_1,02440
0,MM_1,02450
0,MM_1,02460
0,MM_1,02470
0,MM_1,02480
0,MM_1,02490
0,MM_1,02500
0,MM_1,02510
0,MM_1,02520
0,MM_1,02530
0,MM_1,02540
0,MM_1,02550
0,MM_1,02560
0,MM_1,02570
0,MM_1,02580
0,MM_1,02590
0,MM_1,02600
0,MM_1,02610
0,MM_1,02620
0,MM_1,02630
0,MM_1,02640
0,MM_1,02650
0,MM_1,02660
0,MM_1,02670
0,MM_1,02680
0,MM_1,02690
0,MM_1,02700
0,MM_1,02710
0,MM_1,02720
0,MM_1,02730
0,MM_1,02740
0,MM_1,02750
0,MM_1,02760
0,MM_1,02770
0,MM_1,02780
0,MM_1,02790
0,MM_1,02800
0,MM_1,02810
0,MM_1,02820
0,MM_1,02830
0,MM_1,02840
0,MM_1,02850
0,MM_1,02860
0,MM_1,02870
0,MM_1,02880
0,MM_1,02890
0,MM_1,02900
0,MM_1,02910
0,MM_1,02920
0,MM_1,02930
0,MM_1,02940
0,MM_1,02950
0,MM_1,02960
0,MM_1,02970
0,MM_1,02980
0,MM_1,02990
0,MM_1,03000
0,MM_1,03010
0,MM_1,03020
0,MM_1,03030
0,MM_1,03040
0,MM_1,03050
0,MM_1,03060
0,MM_1,03070
0,MM_1,03080
0,MM_1,03090
0,MM_1,03100
0,MM_1,03110
0,MM_1,03120
0,MM_1,03130
0,MM_1,03140
0,MM_1,03150
0,MM_1,03160
0,MM_1,03170
0,MM_1,03180
0,MM_1,03190
0,MM_1,03200
0,MM_1,03210
0,MM_1,03220
0,MM_1,03230
0,MM_1,03240
0,MM_1,03250
0,MM_1,03260
0,MM_1,03270
0,MM_1,03280
0,MM_1,03290
0,MM_1,03300
0,MM_1,03310
0,MM_1,03320
0,MM_1,03330
0,MM_1,03340
0,MM_1,03350
0,MM_1,03360
0,MM_1,03370
0,MM_1,03380
0,MM_1,03390
0,MM_1,03400
0,MM_1,03410
0,MM_1,03420
0,MM_1,03430
0,MM_1,03440
0,MM_1,03450
0,MM_1,03460
0,MM_1,03470
0,MM_1,03480
0,MM_1,03490
0,MM_1,03500
0,MM_1,03510
0,MM_1,03520
0,MM_1,03530
0,MM_1,03540
0,MM_1,03550
0,MM_1,03560
0,MM_1,03570
0,MM_1,03580
0,MM_1,03590
0,MM_1,03600
0,MM_1,03610
0,MM_1,03620
0,MM_1,03630
0,MM_1,03640
0,MM_1,03650
0,MM_1,03660
0,MM_1,03670
0,MM_1,03680
0,MM_1,03690
0,MM_1,03700
0,MM_1,03710
0,MM_1,03720
0,MM_1,03730
0,MM_1,03740
0,MM_1,03750
0,MM_1,03760
0,MM_1,03770
0,MM_1,03780
0,MM_1,03790
0,MM_1,03800
0,MM_1,03810
0,MM_1,03820
0,MM_1,03830
0,MM_1,03840
0,MM_1,03850
0,MM_1,03860
0,MM_1,03870
0,MM_1,03880
0,MM_1,03890
0,MM_1,03900
0,MM_1,03910
0,MM_1,03920
0,MM_1,03930
0,MM_1,03940
0,MM_1,03950
0,MM_1,03960
0,MM_1,03970
0,MM_1,03980
0,MM_1,03990
0,MM_1,04000
0,MM_1,04010
0,MM_1,04020
0,MM_1,04030
0,MM_1,04040
0,MM_1,04050
0,MM_1,04060
0,MM_1,04070
0,MM_1,04080
0,MM_1,04090
0,MM_1,04100
0,MM_1,04110
0,MM_1,04120
0,MM_1,04130
0,MM_1,04140
0,MM_1,04150
0,MM_1,04160
0,MM_1,04170
0,MM_1,04180
0,MM_1,04190
0,MM_1,04200
0,MM_1,04210
0,MM_1,04220
0,MM_1,04230
0,MM_1,04240
0,MM_1,04250
0,MM_1,04260
0,MM_1,04270
0,MM_1,04280
0,MM_1,04290
0,MM_1,04300
0,MM_1,04310
0,MM_1,04320
0,MM_1,04330
0,MM_1,04340
0,MM_1,04350
0,MM_1,04360
0,MM_1,04370
0,MM_1,04380
0,MM_1,04390
0,MM_1,04400
0,MM_1,04410
0,MM_1,04420
0,MM_1,04430
0,MM_1,04440
0,MM_1,04450
0,MM_1,04460
0,MM_1,04470
0,MM_1,04480
0,MM_1,04490
0,MM_1,04500
0,MM_1,04510
0,MM_1,04520
0,MM_1,04530
0,MM_1,04540
0,MM_1,04550
0,MM_1,04560
0,MM_1,04570
0,MM_1,04580
0,MM_1,04590
0,MM_1,04600
0,MM_1,04610
0,MM_1,04620
0,MM_1,04630
0,MM_1,04640
0,MM_1,04650
0,MM_1,04660
0,MM_1,04670
0,MM_1,04680
0,MM_1,04690
0,MM_1,04700
0,MM_1,04710
0,MM_1,04720
0,MM_1,04730
0,MM_1,04740
0,MM_1,04750
0,MM_1,04760
0,MM_1,04770
0,MM_1,04780
0,MM_1,04790
0,MM_1,04800
0,MM_1,04810
0,MM_1,04820
0,MM_1,04830
0,MM_1,04840
0,MM_1,04850
0,MM_1,04860
0,MM_1,04870
0,MM_1,04880
0,MM_1,04890
0,MM_1,04900
0,MM_1,04910
0,MM_1,04920
0,MM_1,04930
0,MM_1,04940
0,MM_1,04950
0,MM_1,04960
0,MM_1,04970
0,MM_1,04980
0,MM_1,04990
0,MM_1,05000
0,MM_1,05010
0,MM_1,05020
0,MM_1,05030
0,MM_1,05040
0,MM_1,05050
0,MM_1,05060
0,MM_1,05070
0,MM_1,05080
0,MM_1,05090
0,MM_1,05100
0,MM_1,05110
0,MM_1,05120
0,MM_1,05130
0,MM_1,05140
0,MM_1,05150
0,MM_1,05160
0,MM_1,05170
0,MM_1,05180
0,MM_1,05190
0,MM_1,05200
0,MM_1,05210
0,MM_1,05220
0,MM_1,05230
0,MM_1,05240
0,MM_1,05250
0,MM_1,05260
0,MM_1,05270
0,MM_1,05280
0,MM_1,05290
0,MM_1,05300
0,MM_1,05310
0,MM_1,05320
0,MM_1,05330
0,MM_1,05340
0,MM_1,05350
0,MM_1,05360
0,MM_1,05370
0,MM_1,05380
0,MM_1,05390
0,MM_1,05400
0,MM_1,05410
0,MM_1,05420
0,MM_1,05430
0,MM_1,05440
0,MM_1,05450
0,MM_1,05460
0,MM_1,05470
0,MM_1,05480
0,MM_1,05490
0,MM_1,05500
0,MM_1,05510
0,MM_1,05520
0,MM_1,05530
0,MM_1,05540
0,MM_1,05550
0,MM_1,05560
0,MM_1,05570
0,MM_1,05580
0,MM_1,05590
0,MM_1,05600
0,MM_1,05610
0,MM_1,05620
0,MM_1,05630
0,MM_1,05640
0,MM_1,05650
0,MM_1,05660
0,MM_1,05670
0,MM_1,05680
0,MM_1,05690
0,MM_1,05700
0,MM_1,05710
0,MM_1,05720
0,MM_1,05730
0,MM_1,05740
0,MM_1,05750
0,MM_1,05760
0,MM_1,05770
0,MM_1,05780
0,MM_1,05790
0,MM_1,05800
0,MM_1,05810
0,MM_1,05820
0,MM_1,05830
0,MM_1,05840
0,MM_1,05850
0,MM_1,05860
0,MM_1,05870
0,MM_1,05880
0,MM_1,05890
0,MM_1,05900
0,MM_1,05910
0,MM_1,05920
0,MM_1,05930
0,MM_1,05940
0,MM_1,05950
0,MM_1,05960
0,MM_1,05970
0,MM_1,05980
0,MM_1,05990
0,MM_1,06000
0,MM_1,06010
0,MM_1,06020
0,MM_1,06030
0,MM_1,06040
0,MM_1,06050
0,MM_1,06060
0,MM_1,06070
0,MM_1,06080
0,MM_1,06090
0,MM_1,06100
0,MM_1,06110
0,MM_1,06120
0,MM_1,06130
0,MM_1,06140
0,MM_1,06150
0,MM_1,06160
0,MM_1,06170
0,MM_1,06180
0,MM_1,06190
0,MM_1,06200
0,MM_1,06210
0,MM_1,06220
0,MM_1,06230
0,MM_1,06240
0,MM_1,06250
0,MM_1,06260
0,MM_1,06270
0,MM_1,06280
0,MM_1,06290
0,MM_1,06300
0,MM_1,06310
0,MM_1,06320
0,MM_1,06330
0,MM_1,06340
0,MM_1,06350
0,MM_1,06360
0,MM_1,06370
0,MM_1,06380
0,MM_1,06390
0,MM_1,06400
0,MM_1,06410
0,MM_1,06420
0,MM_1,06430
0,MM_1,06440
0,MM_1,06450
0,MM_1,06460
0,MM_1,06470
0,MM_1,06480
0,MM_1,06490
0,MM_1,06500
0,MM_1,06510
0,MM_1,06520
0,MM_1,06530
0,MM_1,06540
0,MM_1,06550
0,MM_1,06560
0,MM_1,06570
0,MM_1,06580
0,MM_1,06590
0,MM_1,06600
0,MM_1,06610
0,MM_1,06620
0,MM_1,06630
0,MM_1,06640
0,MM_1,06650
0,MM_1,06660
0,MM_1,06670
0,MM_1,06680
0,MM_1,06690
0,MM_1,06700
0,MM_1,06710
0,MM_1,06720
0,MM_1,06730
0,MM_1,06740
0,MM_1,06750
0,MM_1,06760
0,MM_1,06770
0,MM_1,06780
0,MM_1,06790
0,MM_1,06800
0,MM_1,06810
0,MM_1,06820
0,MM_1,06830
0,MM_1,06840
0,MM_1,06850
0,MM_1,06860
0,MM_1,06870
0,MM_1,06880
0,MM_1,06890
0,MM_1,06900
0,MM_1,06910
0,MM_1,06920
0,MM_1,06930
0,MM_1,06940
0,MM_1,06950
0,MM_1,06960
0,MM_1,06970
0,MM_1,06980
0,MM_1,06990
0,MM_1,07000
0,MM_1,07010
0,MM_1,07020
0,MM_1,07030
0,MM_1,07040
0,MM_1,07050
0,MM_1,07060
0,MM_1,07070
0,MM_1,07080
0,MM_1,07090
0,MM_1,07100
0,MM_1,07110
0,MM_1,07120
0,MM_1,07130
0,MM_1,07140
0,MM_1,07150
0,MM_1,07160
0,MM_1,07170
0,MM_1,07180
0,MM_1,07190
0,MM_1,07200
0,MM_1,07210
0,MM_1,07220
0,MM_1,07230
0,MM_1,07240
0,MM_1,07250
0,MM_1,07260
0,MM_1,07270
0,MM_1,07280
0,MM_1,07290
0,MM_1,07300
0,MM_1,07310
0,MM_1,07320
0,MM_1,07330
0,MM_1,07340
0,MM_1,07350
0,MM_1,07360
0,MM_1,07370
0,MM_1,07380
0,MM_1,07390
0,MM_1,07400
0,MM_1,07410
0,MM_1,07420
0,MM_1,07430
0,MM_1,07440
0,MM_1,07450
0,MM_1,07460
0,MM_1,07470
0,MM_1,07480
0,MM_1,07490
0,MM_1,07500
0,MM_1,07510
0,MM_1,07520
0,MM_1,07530
0,MM_1,07540
0,MM_1,07550
0,MM_1,07560
0,MM_1,07570
0,MM_1,07580
0,MM_1,07590
0,MM_1,07600
0,MM_1,07610
0,MM_1,07620
0,MM_1,07630
0,MM_1,07640
0,MM_1,07650
0,MM_1,07660
0,MM_1,07670
0,MM_1,07680
0,MM_1,07690
0,MM_1,07700
0,MM_1,07710
0,MM_1,07720
0,MM_1,07730
0,MM_1,07740
0,MM_1,07750
0,MM_1,07760
0,MM_1,07770
0,MM_1,07780
0,MM_1,07790
0,MM_1,07800
0,MM_1,07810
0,MM_1,07820
0,MM_1,07830
0,MM_1,07840
0,MM_1,07850
0,MM_1,07860
0,MM_1,07870
0,MM_1,07880
0,MM_1,07890
0,MM_1,07900
0,MM_1,07910
0,MM_1,07920
0,MM_1,07930
0,MM_1,07940
0,MM_1,07950
0,MM_1,07960
0,MM_1,07970
0,MM_1,07980
0,MM_1,07990
0,MM_1,08000
0,MM_1,08010
0,MM_1,08020
0,MM_1,08030
0,MM_1,08040
0,MM_1,08050
0,MM_1,08060
0,MM_1,08070
0,MM_1,08080
0,MM_1,08090
0,MM_1,08100
0,MM_1,08110
0,MM_1,08120
0,MM_1,08130
